日付,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,湿度,気温
2023-01-23,23,23,月,曇,265,265595,0,0,0,84,8.1
2023-01-24,24,24,火,雪曇,157,161190,0,0,0,65,0.7
2023-01-25,25,25,水,曇晴,92,83820,0,0,0,56,-1.3
2023-01-26,26,26,木,曇,245,241870,0,0,0,70,2.2
2023-01-27,27,27,金,雨曇,232,238900,0,0,0,70,3.1
2023-01-28,28,28,土,曇晴,372,368805,0,0,0,51,1.4
2023-01-29,29,29,日,曇,502,461655,0,0,0,61,5.1
2023-01-30,30,30,月,曇晴,301,278015,0,0,0,50,5.6
2023-01-31,31,31,火,晴,326,317040,0,0,0,63,5.3
2023-02-01,1,1,水,曇晴,380,332815,0,0,0,63,11.1
2023-02-02,2,2,木,晴,325,302000,0,0,0,60,8.8
2023-02-03,3,3,金,曇,324,335020,0,0,0,62,7.3
2023-02-04,4,4,土,晴,503,515990,0,0,0,61,6.4
2023-02-05,5,5,日,晴,663,633960,0,0,0,70,4.9
2023-02-06,6,6,月,曇,281,250415,0,0,0,80,5.6
2023-02-07,7,7,火,雨曇,287,285755,0,0,0,89,9.5
2023-02-08,8,8,水,晴,392,411930,0,0,0,62,10.7
2023-02-09,9,9,木,曇,336,301625,0,0,0,66,9.0
2023-02-10,10,10,金,雨曇,315,325420,0,1,0,92,9.4
2023-02-11,11,11,土,晴,627,692980,1,0,0,70,10.3
2023-02-12,12,12,日,晴,641,722675,0,0,0,89,9.6
2023-02-13,13,13,月,雨,281,280360,0,0,0,92,10.2
2023-02-14,14,14,火,曇晴,303,296190,0,0,0,70,8.2
2023-02-15,15,15,水,晴,349,404790,0,0,0,66,5.6
2023-02-16,16,16,木,晴,331,340830,0,0,0,58,6.4
2023-02-17,17,17,金,曇,377,341715,0,0,0,63,9.1
2023-02-18,18,18,土,雨,409,462775,0,0,0,90,14.2
2023-02-19,19,19,日,曇,516,592920,0,0,0,83,12.1
2023-02-20,20,20,月,晴,378,344405,0,0,0,46,8.3
2023-02-21,21,21,火,曇,370,380425,0,0,0,63,5.9
2023-02-22,22,22,水,晴,379,354210,0,1,0,63,6.3
2023-02-23,23,23,木,曇,561,543905,1,0,0,75,8.9
2023-02-24,24,24,金,雨曇,355,384420,0,0,0,82,9.0
2023-02-25,25,25,土,曇,541,551840,0,0,0,78,6.9
2023-02-26,26,26,日,晴,660,685150,0,0,0,66,7.1
2023-02-27,27,27,月,晴,416,398285,0,0,0,75,6.1
2023-02-28,28,28,火,晴,412,374720,0,0,0,65,11.5
2023-03-01,1,1,水,晴,297,313915,0,0,0,86,12.2
2023-03-02,2,2,木,晴,429,432815,0,0,0,49,6.9
2023-03-03,3,3,金,晴,387,390260,0,0,0,65,6.4
2023-03-04,4,4,土,晴,614,605535,0,0,0,67,9.8
2023-03-05,5,5,日,晴,823,813535,0,0,0,65,10.5
2023-03-06,6,6,月,晴,445,415095,0,0,0,76,9.5
2023-03-07,7,7,火,晴,436,403530,0,0,0,67,12.7
2023-03-08,8,8,水,晴,399,407235,0,0,0,69,14.3
2023-03-09,9,9,木,晴,366,367380,0,0,0,76,15.9
2023-03-10,10,10,金,晴,424,435785,0,0,0,90,15.4
2023-03-11,11,11,土,晴,626,601395,0,0,0,88,14.5
2023-03-12,12,12,日,晴雨,653,696190,0,0,0,83,14.8
2023-03-13,13,13,月,晴,378,344715,0,0,0,54,6.4
2023-03-14,14,14,火,晴,362,358540,0,0,0,63,7.6
2023-03-15,15,15,水,晴,386,382675,0,0,0,62,14.8
2023-03-16,16,16,木,曇,356,408690,0,0,0,78,15.1
2023-03-17,17,17,金,曇,357,360475,0,0,0,83,12.8
2023-03-18,18,18,土,雨曇,565,637370,0,0,0,91,11.2
2023-03-19,19,19,日,晴,812,931740,0,0,0,79,10.9
2023-03-20,20,20,月,晴曇,470,504725,0,1,0,75,12.6
2023-03-21,21,21,火,雨,445,503665,1,0,0,100,13.4
2023-03-22,22,22,水,晴,331,319550,0,0,0,89,16.9
2023-03-23,23,23,木,雨,281,319025,0,0,0,100,17.3
2023-03-24,24,24,金,曇,347,363490,0,0,0,98,14.2
2023-03-25,25,25,土,曇,559,636425,0,0,0,84,13.7
2023-03-26,26,26,日,雨曇,650,679605,0,0,0,94,11.8
2023-03-27,27,27,月,晴,397,402500,0,0,0,86,11.5
2023-03-28,28,28,火,晴,385,371770,0,0,0,73,11.9
2023-03-29,29,29,水,晴,440,401180,0,0,0,62,12.1
2023-03-30,30,30,木,晴,439,415795,0,0,0,68,12.9
2023-03-31,31,31,金,晴,465,468130,0,0,0,71,15.4
2023-04-01,1,1,土,晴,602,677820,0,0,0,84,14.7
2023-04-02,2,2,日,晴,735,784975,0,0,0,78,15.3
2023-04-03,3,3,月,晴,379,374790,0,0,0,77,14.3
2023-04-04,4,4,火,晴,396,362710,0,0,0,76,15.9
2023-04-05,5,5,水,雨,291,316420,0,0,0,87,16.2
2023-04-06,6,6,木,雨曇,285,282510,0,0,0,95,15.8
2023-04-07,7,7,金,雨曇晴,309,320190,0,0,0,80,13.8
2023-04-08,8,8,土,晴,597,670250,0,0,0,49,11.7
2023-04-09,9,9,日,晴,740,831095,0,0,0,61,12.4
2023-04-10,10,10,月,晴,372,387835,0,0,0,58,15.0
2023-04-11,11,11,火,晴,364,344780,0,0,0,68,18.5
2023-04-12,12,12,水,晴,407,400790,0,0,0,73,15.0
2023-04-13,13,13,木,晴,392,370730,0,0,0,68,14.1
2023-04-14,14,14,金,曇雨,308,361790,0,0,0,88,14.1
2023-04-15,15,15,土,雨,521,516705,0,0,0,100,14.8
2023-04-16,16,16,日,晴,772,790625,0,0,0,77,14.9
2023-04-17,17,17,月,晴,438,399425,0,0,0,73,14.3
2023-04-18,18,18,火,晴,407,450485,0,0,0,67,19.8
2023-04-19,19,19,水,曇,417,421695,0,0,0,86,21.5
2023-04-20,20,20,木,晴,359,363785,0,0,0,86,19.5
2023-04-21,21,21,金,晴,394,387075,0,0,0,90,16.7
2023-04-22,22,22,土,晴,677,763150,0,0,0,53,15.3
2023-04-23,23,23,日,晴,861,928525,0,0,0,51,15.1
2023-04-24,24,24,月,曇雨,339,330775,0,0,0,64,14.1
2023-04-25,25,25,火,雨,281,307955,0,0,0,99,11.9
2023-04-26,26,26,水,晴,376,394350,0,0,0,81,14.0
2023-04-27,27,27,木,晴,420,427000,0,0,0,77,14.9
2023-04-28,28,28,金,晴曇,432,424040,0,1,0,72,18.3
2023-04-29,29,29,土,雨,435,491640,1,0,0,97,17.7
2023-04-30,30,30,日,晴,863,864020,0,0,0,76,15.5
2023-05-01,1,1,月,晴,543,581075,0,0,0,69,15.3
2023-05-02,2,2,火,晴,609,618575,0,1,0,65,15.6
2023-05-03,3,3,水,晴,935,893425,1,1,0,65,17.6
2023-05-04,4,4,木,雨,778,858495,1,1,0,88,17.4
2023-05-05,5,5,金,曇,788,819760,1,0,0,79,21.7
2023-05-06,6,6,土,雨,469,553285,0,0,0,98,19.4
2023-05-07,7,7,日,雨,397,416415,0,0,0,99,14.9
2023-05-08,8,8,月,晴,328,327685,0,0,0,72,15.5
2023-05-09,9,9,火,晴,371,362895,0,0,0,71,15.3
2023-05-10,10,10,水,晴,438,449405,0,0,0,74,16.9
2023-05-11,11,11,木,晴,384,402740,0,0,0,88,17.2
2023-05-12,12,12,金,晴曇,444,457165,0,0,0,80,19.0
2023-05-13,13,13,土,雨,406,455475,0,0,0,96,16.6
2023-05-14,14,14,日,晴,748,743725,0,0,0,91,18.4
2023-05-15,15,15,月,晴,416,386705,0,0,0,82,19.2
2023-05-16,16,16,火,晴,413,403930,0,0,0,62,23.0
2023-05-17,17,17,水,晴,427,455065,0,0,0,74,22.6
2023-05-18,18,18,木,雨,333,333065,0,0,0,89,19.5
2023-05-19,19,19,金,雨,336,368655,0,0,0,98,18.3
2023-05-20,20,20,土,曇晴,593,575865,0,0,0,94,18.8
2023-05-21,21,21,日,晴,755,785325,0,0,0,86,19.6
2023-05-22,22,22,月,晴,403,383280,0,0,0,92,18.8
2023-05-23,23,23,火,晴,380,357955,0,0,0,85,18.4
2023-05-24,24,24,水,晴,430,444215,0,0,0,77,17.8
2023-05-25,25,25,木,曇,353,395420,0,0,0,76,19.5
2023-05-26,26,26,金,晴,418,455575,0,0,0,77,20.7
2023-05-27,27,27,土,晴,681,747945,0,0,0,78,22.5
2023-05-28,28,28,日,晴,785,879375,0,0,0,71,25.2
2023-05-29,29,29,月,曇雨,376,369920,0,0,0,91,24.7
2023-05-30,30,30,火,雨,257,260995,0,0,0,100,20.5
2023-05-31,31,31,水,雨晴,333,329800,0,0,0,93,20.6
2023-06-01,1,1,木,曇,361,337035,0,0,0,95,22.7
2023-06-02,2,2,金,雨晴,316,333040,0,0,0,99,22.5
2023-06-03,3,3,土,晴,657,711075,0,0,0,89,20.5
2023-06-04,4,4,日,晴,847,811080,0,0,0,75,20.6
2023-06-05,5,5,月,曇,448,469595,0,0,0,77,20.7
2023-06-06,6,6,火,雨,326,355245,0,0,0,99,18.1
2023-06-07,7,7,水,晴,430,413225,0,0,0,88,22.0
2023-06-08,8,8,木,雨,333,354460,0,0,0,98,19.5
2023-06-09,9,9,金,晴,433,404755,0,0,0,90,21.8
2023-06-10,10,10,土,晴,683,664495,0,0,0,89,22.1
2023-06-11,11,11,日,晴,834,919540,0,0,0,93,22.8
2023-06-12,12,12,月,晴,490,446815,0,0,0,92,23.6
2023-06-13,13,13,火,曇,392,368020,0,0,0,93,23.4
2023-06-14,14,14,水,曇,455,468385,0,0,0,96,22.6
2023-06-15,15,15,木,晴,383,409475,0,0,0,93,22.5
2023-06-16,16,16,金,晴,459,492605,0,0,0,80,23.2
2023-06-17,17,17,土,晴,773,798555,0,0,0,76,23.8
2023-06-18,18,18,日,晴,826,866935,0,0,0,88,23.0
2023-06-19,19,19,月,晴,458,424980,0,0,0,92,23.2
2023-06-20,20,20,火,晴,418,401050,0,0,0,89,24.5
2023-06-21,21,21,水,雨,352,383595,0,0,0,95,23.3
2023-06-22,22,22,木,曇,435,442480,0,0,0,91,23.0
2023-06-23,23,23,金,晴,416,411435,0,0,0,90,23.2
2023-06-24,24,24,土,晴,741,694410,0,0,0,94,22.5
2023-06-25,25,25,日,雨,598,588175,0,0,0,97,22.9
2023-06-26,26,26,月,雨,363,327930,0,0,0,93,26.1
2023-06-27,27,27,火,雨,329,318205,0,0,0,89,27.3
2023-06-28,28,28,水,曇,311,307200,0,0,0,95,26.6
2023-06-29,29,29,木,雨,328,333925,0,0,0,96,26.8
2023-06-30,30,30,金,雨,217,224740,0,0,0,97,26.8
2023-07-01,1,1,土,雨,370,387095,0,0,0,99,25.2
2023-07-02,2,2,日,雨,672,716455,0,0,0,93,27.0
2023-07-03,3,3,月,雨,214,212675,0,0,0,98,25.6
2023-07-04,4,4,火,曇,335,321750,0,0,0,97,25.8
2023-07-05,5,5,水,雨,263,231380,0,0,0,97,26.2
2023-07-06,6,6,木,晴,340,341935,0,0,0,90,26.3
2023-07-07,7,7,金,雨,237,247210,0,0,0,97,27.1
2023-07-08,8,8,土,雨,342,347805,0,0,0,99,26.8
2023-07-09,9,9,日,大雨,342,347645,0,0,0,99,27.0
2023-07-10,10,10,月,大雨曇雨,191,149880,0,0,0,98,26.0
2023-07-11,11,11,火,曇晴,361,291525,0,0,0,87,28.7
2023-07-12,12,12,水,雨,278,273395,0,0,0,94,27.8
2023-07-13,13,13,木,晴,303,281180,0,0,0,89,28.5
2023-07-14,14,14,金,曇,317,301660,0,0,0,88,28.2
2023-07-15,15,15,土,晴,522,522665,0,0,0,87,29.3
2023-07-16,16,16,日,晴,832,812240,0,1,0,80,29.6
2023-07-17,17,17,月,晴曇,725,695700,1,0,0,86,28.8
2023-07-18,18,18,火,曇晴,359,337575,0,0,0,86,28.6
2023-07-19,19,19,水,雨,364,345080,0,0,0,99,26.3
2023-07-20,20,20,木,曇,285,279760,0,0,0,95,25.7
2023-07-21,21,21,金,晴,380,380105,0,0,0,94,26.7
2023-07-22,22,22,土,晴,631,621740,0,0,0,96,26.8
2023-07-23,23,23,日,曇晴,748,727065,0,0,0,84,29.0
2023-07-24,24,24,月,晴,377,369380,0,0,0,88,28.4
2023-07-25,25,25,火,晴,368,374720,0,0,0,94,26.7
2023-07-26,26,26,水,晴,371,354535,0,0,0,91,28.2
2023-07-27,27,27,木,晴,370,336425,0,0,0,93,28.5
2023-07-28,28,28,金,晴,370,357655,0,0,0,91,28.9
2023-07-29,29,29,土,晴,631,603300,0,0,0,91,28.7
2023-07-30,30,30,日,晴,719,733650,0,0,0,89,28.0
2023-07-31,31,31,月,晴,407,418575,0,0,0,90,28.2
2023-08-01,1,1,火,晴,400,368700,0,0,0,85,29.2
2023-08-02,2,2,水,晴,413,373025,0,0,0,84,29.8
2023-08-03,3,3,木,晴,341,376925,0,0,0,79,30.5
2023-08-04,4,4,金,晴,351,371565,0,0,0,81,30.6
2023-08-05,5,5,土,晴,612,625495,0,0,0,85,30.1
2023-08-06,6,6,日,晴,799,822990,0,0,0,86,30.6
2023-08-07,7,7,月,晴,425,474535,0,0,0,86,29.9
2023-08-08,8,8,火,曇,435,459900,0,0,0,85,29.4
2023-08-09,9,9,水,雨風,205,251945,0,0,0,97,27.4
2023-08-10,10,10,木,雨,242,267290,0,1,0,95,27.5
2023-08-11,11,11,金,晴,939,1105845,1,0,0,85,28.8
2023-08-12,12,12,土,晴,977,1201255,0,0,0,89,27.3
2023-08-13,13,13,日,晴,969,1166945,0,0,0,94,26.6
2023-08-14,14,14,月,晴,787,858725,0,0,0,99,27.2
2023-08-15,15,15,火,曇,640,750595,0,0,0,98,26.2
2023-08-16,16,16,水,晴,531,534435,0,0,0,98,25.8
2023-08-17,17,17,木,雨,372,357220,0,0,0,100,25.8
2023-08-18,18,18,金,曇,422,484710,0,0,0,95,27.5
2023-08-19,19,19,土,晴,605,622230,0,0,0,86,28.9
2023-08-20,20,20,日,晴,779,802390,0,0,0,93,28.6
2023-08-21,21,21,月,晴,368,381645,0,0,0,93,28.4
2023-08-22,22,22,火,晴,378,377370,0,0,0,89,29.0
2023-08-23,23,23,水,曇雨,392,366570,0,0,0,96,27.7
2023-08-24,24,24,木,晴,376,355330,0,0,0,88,28.2
2023-08-25,25,25,金,曇雨,354,351140,0,0,0,95,26.7
2023-08-26,26,26,土,晴,574,620335,0,0,0,95,27.2
2023-08-27,27,27,日,晴,780,836545,0,0,0,92,28.4
2023-08-28,28,28,月,晴,393,388225,0,0,0,85,28.5
2023-08-29,29,29,火,晴,379,395080,0,0,0,69,29.3
2023-08-30,30,30,水,晴,382,373400,0,0,0,81,27.7
2023-08-31,31,31,木,晴,350,351540,0,0,0,84,27.6
2023-09-01,1,1,金,曇雨,315,317575,0,0,0,91,25.0
2023-09-02,2,2,土,曇,531,541710,0,0,0,91,25.9
2023-09-03,3,3,日,曇晴,780,794785,0,0,0,86,27.4
2023-09-04,4,4,月,晴,398,390125,0,0,0,86,27.5
2023-09-05,5,5,火,晴曇雨,317,328005,0,0,0,88,26.5
2023-09-06,6,6,水,曇雨晴,352,317250,0,0,0,84,26.0
2023-09-07,7,7,木,晴,341,310465,0,0,0,76,26.4
2023-09-08,8,8,金,晴,389,381575,0,0,0,75,26.0
